name_alessi,E(B-V),s_E(B-V),A_V_calc,s_A_V_calc,AV50,s_AV50,E(BP-RP),s_E(BP-RP),E(U-B),s_E(U-B),E(U-BP),s_E(U-BP),E(U-G),s_E(U-G),E(U-RP),s_E(U-RP)
UBC_1312,0.27135,0.0303851035989643,0.841185,0.09419382115678933,1.00698309,0.153016910000001,0.42135,0.106188111963593,0.0176,0.0076,0.2201,0.0751,0.6426,0.1376,0.5651,0.0601000000000009
UBC_1313,0.4001,0.00363553390593274,1.24031,0.011270155108391494,1.38595193,0.03404807,0.6301,0.014242135623731,0.3426,0.00759999999999998,0.5951,0.00510000000000001,0.8651,0.00510000000000001,1.2301,0.0101
UBC_1314,0.4001,0.00363553390593274,1.24031,0.011270155108391494,1.38595193,0.03404807,0.6301,0.014242135623731,0.3426,0.00759999999999998,0.5951,0.00510000000000001,0.8651,0.00510000000000001,1.2301,0.0101
UBC_1315,0.34385,0.00424578098794423,1.065935,0.013161921062627114,1.29155691,0.11844309,0.5401,0.0001,0.2701,0.0001,0.4851,0.0001,0.7026,0.00760000000000001,1.0251,0.0001
UBC_1316,0.2526,0.00839156197588851,0.78306,0.02601384212525438,0.84,,0.4151,0.0177776695296637,0.1951,0.00510000000000001,0.3926,0.0176,0.5901,0.0351,0.7726,0.0576
UBC_1317,0.21885,0.0130301005409857,0.678435,0.04039331167705567,0.915082015,0.474917985,0.39135,0.0164458710382775,0.1726,0.00759999999999999,0.3176,0.0026,0.4901,0.0001,0.6776,0.0326
UBC_1318,0.2916,0.00387491721763538,0.9039600000000001,0.012012243374669678,0.46894514,0.10105486,0.47385,0.0208289049397212,0.2326,0.00259999999999999,0.3901,0.0201,0.5846,0.0306,0.8256,0.000600000000000001
UBC_1319,0.3501,0.012847548783982,1.08531,0.0398274012303442,1.305474325,0.025474325,0.53385,0.00424578098794425,0.2001,0.0101,0.4051,0.00509999999999998,0.6476,0.0326,0.9526,0.0226
UBC_132,0.4276,0.0462654632815488,1.32556,0.14342293617280127,3.7476984,0.1923016,0.87385,0.0022650635094611,0.4626,0.00759999999999998,0.8201,0.0201,1.1676,0.1376,1.5126,0.1926
UBC_1320,0.31135,0.00424578098794425,0.9651850000000001,0.013161921062627176,0.783183615,0.116816385,0.4651,0.00363553390593272,0.1876,0.0026,0.3776,0.0026,0.5651,0.00509999999999995,0.8551,0.0151
UBC_1321,0.37385,0.0120242400177118,1.158935,0.03727514405490658,0.9654402,0.0645598,0.5451,0.00622372435695795,0.2376,0.00759999999999999,0.4551,0.0101,0.7026,0.0276,1.0626,0.0776
UBC_1322,0.2476,0.00839156197588851,0.76756,0.02601384212525438,0.81337763,0.30662237,0.3926,0.0130903810567666,0.0026,0.0026,0.0976,0.0026,0.2526,0.00760000000000001,0.4851,0.00510000000000001
UBC_1323,0.2301,0.00363553390593273,0.71331,0.011270155108391463,0.93,,0.3551,0.0087602540378444,0.2001,0.00509999999999999,0.3276,0.00760000000000001,0.4826,0.0026,0.6776,0.00760000000000001
UBC_1324,0.1176,0.0104077640640442,0.36456,0.032264068598537025,0.97086362,0.01086362,0.3026,0.0044301270189222,0.0151,0.0051,0.0826,0.0026,0.1776,0.0176,0.3551,0.0351
UBC_1326,0.36635,0.0202168461742889,1.135685,0.0626722231402956,1.36996164,0.11003836,0.5376,0.00760000000000001,0.1301,0.00510000000000001,0.3376,0.00759999999999998,0.5801,0.0301,0.9551,0.0901
UBC_1328,0.49385,0.0144069039278245,1.5309350000000002,0.04466140217625595,1.43556073,0.05443927,0.7351,0.0123474487139159,0.3426,0.00259999999999997,0.6701,0.0001,1.0001,0.00509999999999995,1.4176,0.0326
UBC_1329,0.11135,0.00659519052838329,0.345185,0.0204450906379882,0.499848875,0.029848875,0.21135,0.0164458710382775,0.0776,0.0026,0.1976,0.0475999999999999,0.2751,0.0300999999999997,0.3426,0.0425999999999998
UBC_133,0.43385,0.0231149407994025,1.344935,0.07165631647814776,3.24265975,0.00734024999999994,1.3571,0.0251399680510978,0.5541,0.0640999999999991,1.0676,0.2826,1.5451,0.5251,2.0376,0.6526
UBC_1331,0.3376,0.00839156197588848,1.0465600000000002,0.02601384212525429,1.9068858,0.2731142,0.52135,0.0022650635094611,0.2151,0.0101,0.4176,0.00760000000000001,0.6451,0.0201,0.9751,0.0451
UBC_1333,0.4901,0.0001,1.51931,0.00031,1.25112173,0.251121730000001,0.6401,0.0001,0.2026,0.0525999999999999,0.4801,0.0850999999999999,0.7326,0.107600000000001,1.1926,0.1576
UBC_1334,0.4401,0.0001,1.36431,0.00031,1.57417416,0.165825839999999,0.64635,0.0065951905283833,0.2626,0.0276000000000003,0.5326,0.0126,0.7826,0.0176,1.1976,0.0276000000000001
UBC_1335,0.26635,0.00970143218483577,0.825685,0.030074439772990885,0.75170679,0.33829321,0.3351,0.0184711730708738,0.2101,0.0001,0.3751,0.0001,0.5076,0.0326,0.7601,0.0451
UBC_1336,0.31135,0.0179097585609688,0.9651850000000001,0.055520251539003286,0.55596511,0.24403489,0.3676,0.0193028643696715,0.2701,0.0001,0.4376,0.0326,0.5876,0.0326,0.8901,0.1201
UBC_1338,0.4401,0.0349209706929603,1.36431,0.10825500914817694,1.27,,0.8326,0.0044301270189222,0.2761,0.1761,0.6751,0.1801,0.9751,0.1751,1.4501,0.235099999999999
UBC_134,0.7226,0.0044301270189222,2.24006,0.01373339375865882,2.573027995,0.0130279950000001,1.0876,0.0284945417290013,0.3676,0.0026,0.9026,0.0226,1.4046,0.0706,1.9801,0.0300999999999999
UBC_1340,0.20885,0.036393077852395,0.6474350000000001,0.1128185413424245,1.78,,0.47885,0.0331482601660057,0.0001,0.0001,0.0301,0.0151,0.2001,0.0350999999999999,0.4101,0.1001
UBC_1341,0.31885,0.0065951905283833,0.9884350000000001,0.02044509063798823,1.132263995,0.067736005,0.5026,0.0044301270189222,0.2201,0.0001,0.4226,0.0026,0.6101,0.00510000000000001,0.9076,0.0176
UBC_1342,0.27385,0.00424578098794425,0.848935,0.013161921062627176,0.78384299,0.176157010000001,0.42385,0.00554862367942585,0.2501,0.0001,0.4251,0.0001,0.5951,0.0001,0.8326,0.0176
UBC_1343,0.36885,0.00902678553567857,1.143435,0.02798303516060357,1.14,,0.5676,0.016493596310755,0.0001,0.0001,0.1151,0.0151,0.3526,0.0375999999999998,0.7176,0.0626
UBC_1344,0.19635,0.0082967981553775,0.608685,0.025720074281670252,0.539192675,0.160807325,0.3051,0.0101,0.1676,0.0026,0.2676,0.00760000000000001,0.4151,0.0101,0.5651,0.0101
UBC_1345,0.3601,0.00622372435695795,1.11631,0.019293545506569646,1.062510165,0.007489835,0.53385,0.0182572988079174,0.2426,0.00760000000000001,0.4601,0.0151,0.7026,0.0126,1.0051,0.0351
UBC_1347,0.21135,0.0065951905283833,0.655185,0.02044509063798823,1.02320217,0.38679783,0.3376,0.00839156197588849,0.1451,0.00509999999999999,0.2501,0.0101,0.4101,0.0101,0.6226,0.0526000000000001
UBC_135,0.6926,0.0271416345659799,2.14706,0.08413906715453769,3.4,,1.0601,0.0001,0.4276,0.0126,0.9526,0.00760000000000001,1.4326,0.0276,1.9251,0.0801
UBC_1350,0.35635,0.00424578098794425,1.1046850000000001,0.013161921062627176,0.792244525,0.027755475,0.57885,0.0022650635094611,0.3076,0.0026,0.5376,0.0026,0.7501,0.0001,1.1026,0.0126
UBC_1351,0.22635,0.00554862367942584,0.701685,0.017200733406220105,0.446739755,0.083260245,0.3776,0.0044301270189222,0.2176,0.0026,0.3476,0.0026,0.5001,0.00510000000000001,0.7276,0.0026
UBC_1352,0.2276,0.00443012701892219,0.70556,0.01373339375865879,0.66371144,0.29628856,0.3176,0.0130903810567666,0.1951,0.0001,0.3151,0.0101,0.4276,0.0376,0.6601,0.0301
UBC_1353,0.15885,0.0217145205822382,0.492435,0.06731501380493841,1.30183705,0.06183705,0.35135,0.00424578098794425,0.3526,0.0026,0.4701,0.0201,0.6001,0.0451,0.7376,0.1076
UBC_1355,0.4351,0.00945414346693486,1.34881,0.02930784474749807,1.33498718,0.195012819999999,0.0001,0.0001,0.2226,0.0575999999999999,0.3251,0.2351,0.4551,0.3651,0.6251,0.5351
UBC_1356,0.2226,0.00569016994374948,0.69006,0.017639526825623388,0.63857681,0.24142319,0.34885,0.0103316909648405,0.1926,0.0026,0.3126,0.00760000000000001,0.4676,0.00259999999999997,0.6701,0.0251
UBC_1359,0.0601,0.00622372435695795,0.18631,0.019293545506569646,0.181754825,0.0282451749999999,0.14635,0.00659519052838328,0.0426,0.0026,0.0876,0.0176,0.1426,0.0276,0.1976,0.0576
UBC_136,0.2626,0.0179535710713571,0.81406,0.05565607032120701,2.7145768,0.0754231999999999,0.5051,0.00800569415042095,0.4476,0.0026,0.6401,0.0251,0.8276,0.0576,1.0901,0.1001
UBC_1360,0.24135,0.00554862367942585,0.7481850000000001,0.017200733406220133,0.541125975,0.00887402500000001,0.38885,0.0022650635094611,0.1976,0.0026,0.3476,0.00759999999999998,0.4951,0.00510000000000001,0.7326,0.00760000000000001
UBC_1364,0.3151,0.00510000000000001,0.97681,0.015810000000000032,1.041020915,0.071020915,0.4576,0.0044301270189222,0.1601,0.00510000000000001,0.3401,0.00509999999999998,0.5276,0.0126,0.8251,0.0201
UBC_1365,0.3001,0.0146773797371132,0.93031,0.04549987718505092,1.687499395,0.232500604999999,0.49385,0.0168238602003246,0.3501,0.00510000000000001,0.5501,0.00510000000000001,0.7351,0.00510000000000001,1.0351,0.0251
UBC_1366,0.29885,0.00749509972887453,0.926435,0.023234809159511045,0.905468035,0.384531965,0.4751,0.0204100960115899,0.1926,0.00760000000000001,0.3926,0.00760000000000001,0.5926,0.0026,0.8576,0.0276
UBC_1367,0.2776,0.00911387818865996,0.8605600000000001,0.028253022384845877,1.12520361,0.184796389999999,0.3701,0.0288228132326901,0.2326,0.00259999999999999,0.3701,0.0201,0.5001,0.0451,0.7926,0.0676
UBC_1368,0.12635,0.0022650635094611,0.391685,0.00702169687932941,0.457875805,0.322124195,0.20885,0.00749509972887452,0.1301,0.0001,0.1876,0.00760000000000001,0.2776,0.00759999999999998,0.4001,0.0101
UBC_1369,0.3276,0.00569016994374948,1.01556,0.017639526825623388,1.276356065,0.273643935000001,0.0176,0.0130903810567666,0.2601,0.0350999999999999,0.3376,0.0976,0.4326,0.2176,0.5901,0.3701
UBC_1370,0.42885,0.0144069039278245,1.3294350000000001,0.04466140217625595,1.679529245,0.0695292449999999,0.6176,0.0044301270189222,0.0676,0.0026,0.3326,0.0276,0.5901,0.0901,1.0276,0.1026
UBC_1371,0.0951,0.0272569512280005,0.29481,0.08449654880680155,1.914968485,0.0750315150000001,0.3251,0.0001,0.3476,0.0026,0.4251,0.0301,0.5151,0.0801000000000001,0.6226,0.1576
UBC_1372,0.2751,0.00363553390593274,0.8528100000000001,0.011270155108391494,1.008226875,0.121773124999999,0.45635,0.0065951905283833,0.2151,0.0001,0.3901,0.0001,0.5726,0.00760000000000001,0.8376,0.0176
UBC_1373,0.3276,0.00569016994374948,1.01556,0.017639526825623388,1.23705614,0.02294386,0.52385,0.0130301005409858,0.1951,0.0001,0.4201,0.0201,0.6201,0.0001,0.9151,0.0151
UBC_1374,0.61635,0.00970143218483577,1.910685,0.030074439772990885,1.909182285,0.209182284999999,0.9601,0.0301,0.3801,0.0001,0.8751,0.0701,1.2926,0.0926,1.7926,0.1276
UBC_1375,0.31135,0.00424578098794425,0.9651850000000001,0.013161921062627176,0.984572375,0.065427625,0.49135,0.0065951905283833,0.1976,0.0126,0.4001,0.0101,0.5776,0.00760000000000001,0.8901,0.00510000000000001
UBC_1376,0.37135,0.0022650635094611,1.1511850000000001,0.00702169687932941,1.152351445,0.072351445,0.5951,0.0174205080756888,0.2351,0.0001,0.4826,0.0126,0.7126,0.00760000000000001,1.0751,0.0251
UBC_1377,0.30635,0.00424578098794425,0.9496850000000001,0.013161921062627176,0.824916875,0.035083125,0.46885,0.00659519052838327,0.1951,0.0001,0.3776,0.0226,0.5576,0.0276,0.8426,0.0226
UBC_1380,0.3576,0.0130903810567666,1.10856,0.040580181275976464,0.73,,0.5376,0.0109972473588517,0.2051,0.0101,0.4226,0.00760000000000001,0.6926,0.0276,0.9576,0.00760000000000001
UBC_1383,0.36135,0.00902678553567857,1.120185,0.02798303516060357,1.46579909,0.27420091,0.41135,0.0266459507269941,0.2476,0.0026,0.4426,0.0376,0.6126,0.0725999999999998,0.9376,0.1226
UBC_1384,0.3151,0.00363553390593274,0.97681,0.011270155108391494,0.62,,0.4951,0.0107066017177982,0.2401,0.0001,0.4351,0.0001,0.6401,0.0151,0.9226,0.00760000000000001
UBC_1385,0.2751,0.00363553390593274,0.8528100000000001,0.011270155108391494,1.203902945,0.326097055,0.44135,0.0164458710382775,0.2301,0.0001,0.3976,0.0026,0.5801,0.0101,0.8376,0.00760000000000001
UBC_1386,0.38885,0.0114880419739304,1.205435,0.03561293011918425,1.23587815,0.0941218500000001,0.59135,0.0152554445662277,0.2026,0.00259999999999999,0.4876,0.0026,0.7101,0.00510000000000001,1.0551,0.0301
UBC_1387,0.2951,0.00622372435695795,0.9148099999999999,0.019293545506569646,1.07611696,0.13388304,0.47385,0.0195855715851499,0.1676,0.0026,0.3651,0.0101,0.5501,0.0151,0.8476,0.0126
UBC_1388,0.4326,0.00760000000000001,1.34106,0.023560000000000032,1.6,,0.6476,0.0109972473588517,0.2276,0.0126,0.5276,0.00760000000000001,0.8001,0.0101,1.1751,0.0101
UBC_1389,0.35385,0.0065951905283833,1.096935,0.02044509063798823,1.289513625,0.350486375,0.5451,0.0001,0.2276,0.0026,0.4451,0.0001,0.6651,0.0101,1.0126,0.0226
UBC_139,0.37135,0.00554862367942585,1.1511850000000001,0.017200733406220133,1.315335555,0.105335555,0.59635,0.0189331489666492,0.2801,0.00509999999999998,0.5351,0.0101,0.7851,0.0151,1.1326,0.0226
UBC_1390,0.3201,0.0001,0.99231,0.00031,1.15301614,0.01698386,0.49635,0.0182572988079174,0.1626,0.00760000000000001,0.3726,0.0026,0.5726,0.0026,0.8801,0.0001
UBC_1391,0.31135,0.0268803566070357,0.9651850000000001,0.08332910548181068,0.968773775,0.011226225,0.4601,0.0174205080756888,0.1601,0.0001,0.3776,0.0226,0.5651,0.0351,0.8801,0.0551000000000001
UBC_1393,0.4276,0.0193028643696715,1.32556,0.05983887954598165,1.12085018,0.0791498199999999,0.21935,0.281332443896503,0.0976,0.0976,0.5351,0.0651000000000007,0.4451,0.4451,0.5651,0.5651
UBC_1394,0.25135,0.0130301005409858,0.7791850000000001,0.04039331167705598,0.830755045,0.209244955,0.41885,0.0228417567483253,0.1726,0.00259999999999999,0.3476,0.0226,0.5201,0.0201,0.7276,0.0626
UBC_1397,0.43135,0.0065951905283833,1.337185,0.02044509063798823,1.75,,0.6926,0.0109972473588517,0.2876,0.0126,0.5876,0.0226,0.8776,0.0426,1.2451,0.0600999999999999
UBC_1399,0.26635,0.00749509972887453,0.825685,0.023234809159511045,0.72,,0.3451,0.0213132034355964,0.2251,0.00510000000000001,0.3701,0.0201,0.5026,0.0575999999999996,0.7701,0.0751
UBC_1400,0.3726,0.00760000000000001,1.15506,0.023560000000000032,1.163660995,0.053660995,0.58885,0.0065951905283833,0.0451,0.0001,0.2776,0.0026,0.5226,0.0026,0.8826,0.0176
UBC_1401,0.3751,0.00945414346693486,1.16281,0.02930784474749807,1.12,,0.59635,0.00829679815537751,0.2751,0.00510000000000001,0.5051,0.0001,0.7701,0.0101,1.0876,0.00759999999999995
UBC_1404,0.2276,0.00911387818865997,0.70556,0.028253022384845908,0.74,,0.3751,0.00363553390593274,0.1276,0.0026,0.2776,0.0026,0.4326,0.0226,0.6501,0.0201
UBC_1405,0.4076,0.0481234317807462,1.26356,0.14918263852031322,2.3148505,0.0451495,0.60885,0.00902678553567857,0.2901,0.0151,0.5451,0.00510000000000001,0.8526,0.0426,1.2526,0.0926
UBC_1406,0.1426,0.00259999999999999,0.44206,0.008059999999999968,0.736064365,0.263935635,0.27885,0.0109253175473055,0.1476,0.0026,0.2301,0.00509999999999999,0.3351,0.0101,0.4951,0.0251
UBC_1407,0.36135,0.00970143218483577,1.120185,0.030074439772990885,1.480973065,0.329026935,0.43385,0.0268803566070357,0.3026,0.0026,0.5101,0.0351,0.7001,0.0701,1.0051,0.1001
UBC_1409,0.0976,0.0179535710713571,0.30256000000000005,0.05565607032120701,1.39768151,0.11231849,0.25385,0.0022650635094611,0.3076,0.0026,0.3601,0.0001,0.4426,0.0326,0.5576,0.0626
UBC_141,0.24135,0.0109253175473055,0.7481850000000001,0.03386848439664705,0.902369905,0.007630095,0.31135,0.0065951905283833,0.1651,0.00510000000000001,0.3101,0.0151,0.4501,0.0351,0.6676,0.0576
UBC_1413,0.3426,0.0115564392373896,1.06206,0.03582496163590776,1.147250275,0.317250275,0.4726,0.0259602010819715,0.2751,0.0001,0.4976,0.00760000000000001,0.6926,0.0176,1.0176,0.0576
UBC_1415,0.3151,0.00800569415042095,0.97681,0.024817651866304948,1.21,,0.49885,0.0022650635094611,0.0501,0.0051,0.2401,0.0151,0.4376,0.0276,0.7776,0.0526
UBC_1416,0.2951,0.00363553390593274,0.9148099999999999,0.011270155108391494,1.02002989,0.23997011,0.46885,0.00226506350946107,0.2001,0.00509999999999999,0.3701,0.0001,0.5501,0.0101,0.8401,0.0001
UBC_1417,0.22385,0.00970143218483576,0.693935,0.03007443977299086,0.94308977,0.40691023,0.3901,0.0323102468168128,0.2026,0.00259999999999999,0.3451,0.0001,0.5151,0.0451,0.7151,0.0151
UBC_1418,0.3451,0.00363553390593272,1.0698100000000001,0.011270155108391433,1.49347659,0.29652341,0.5526,0.0179535710713571,0.2701,0.00510000000000001,0.4926,0.00760000000000001,0.7201,0.0151,1.0101,0.00510000000000001
UBC_1419,0.33885,0.00659519052838327,1.050435,0.020445090637988137,1.400660205,0.479339795,0.75385,0.00902678553567857,0.3311,0.1811,0.6051,0.2451,0.8626,0.2676,1.3001,0.3401
UBC_1420,0.4651,0.00363553390593272,1.44181,0.011270155108391433,1.75,,0.7826,0.117173694739682,0.1826,0.00760000000000001,0.4826,0.0126,1.1651,0.3851,1.2001,0.0101
UBC_1423,0.32885,0.00749509972887453,1.0194349999999999,0.023234809159511045,1.0876088,0.2523912,0.52385,0.00554862367942585,0.2401,0.0001,0.4476,0.0026,0.6676,0.0126,0.9601,0.0101
UBC_1424,0.44885,0.0367358772243821,1.3914350000000002,0.11388121939558453,1.852517105,0.097482895,0.20485,0.0175696164811938,0.1176,0.0026,0.2801,0.2201,0.4726,0.3326,0.7201,0.3951
UBC_1425,0.49385,0.00749509972887453,1.5309350000000002,0.023234809159511045,1.792430655,0.117569345,0.77135,0.0130301005409858,0.2201,0.00510000000000001,0.5601,0.0201,0.8876,0.0026,1.3401,0.0151
UBC_1426,0.2751,0.0001,0.8528100000000001,0.00031,1.059914845,0.320085155,0.4351,0.0001,0.1651,0.00510000000000001,0.3226,0.0126,0.4851,0.0101,0.7651,0.0151
UBC_1427,0.3376,0.0135629120178363,1.0465600000000002,0.04204502725529253,1.35048176,0.169518239999999,0.0846,0.00297228132326901,0.2051,0.0751,0.3126,0.1326,0.4446,0.2296,0.6576,0.3926
UBC_1429,0.5801,0.00800569415042095,1.7983099999999999,0.024817651866304948,2.28754418,0.0624558200000001,0.9351,0.124498553046246,0.1301,0.0301,0.5201,0.0251,1.3001,0.3501,1.4276,0.0576
UBC_1430,0.2976,0.0104077640640442,0.9225599999999999,0.032264068598537025,0.63,,0.39135,0.0109253175473055,0.2126,0.0126,0.3551,0.0501,0.5401,0.0951,0.8326,0.1426
UBC_1431,0.2826,0.0247221445044903,0.8760600000000001,0.07663864796391993,2.954267295,0.115732705,0.5751,0.0001,0.3601,0.0151,0.5626,0.00259999999999995,0.7901,0.0301,1.0426,0.0976
UBC_1433,0.08635,0.0348086084422871,0.267685,0.10790668617109002,1.292001505,0.0579984950000001,0.2626,0.0189745860881769,0.3476,0.00759999999999998,0.4051,0.00509999999999998,0.4926,0.0326,0.5601,0.1201
UBC_1434,0.08885,0.00970143218483568,0.275435,0.030074439772990607,2.339066735,0.020933265,0.28385,0.00424578098794423,0.3201,0.00510000000000001,0.3701,0.0151,0.4701,0.0351,0.6126,0.0725999999999998
UBC_1435,0.1001,0.00622372435695795,0.31031,0.019293545506569646,0.52158291,0.03158291,0.17885,0.0022650635094611,0.0376,0.0026,0.0951,0.0001,0.1626,0.0026,0.2626,0.0126
UBC_1436,0.4451,0.00510000000000001,1.37981,0.015810000000000032,1.513291045,0.016708955,0.44385,0.0239156986040721,0.3176,0.0226,0.5701,0.0351,0.7916,0.0716,1.1276,0.1626
UBC_1437,0.24885,0.00970143218483577,0.771435,0.030074439772990885,0.8160046,0.1439954,0.3776,0.0130903810567666,0.1976,0.0026,0.3576,0.0026,0.5176,0.0026,0.7126,0.0376
UBC_1442,0.62885,0.0109253175473055,1.949435,0.03386848439664705,2.298655555,0.041344445,0.94885,0.0022650635094611,0.3126,0.0176,0.7426,0.0026,1.1526,0.0176,1.6876,0.00760000000000006
UBC_1443,0.21635,0.0199037243971936,0.670685,0.061701545631300155,1.357789675,0.147789675,0.44135,0.0195855715851499,0.3626,0.0026,0.5176,0.0126,0.6576,0.0176,0.8851,0.0851
UBC_1445,0.5901,0.0146773797371133,1.82931,0.04549987718505123,2.37918109,0.000818910000000006,0.8576,0.0104077640640442,0.3926,0.0026,0.8151,0.00509999999999995,1.1701,0.0201,1.6976,0.0326
UBC_1446,0.3201,0.0146773797371133,0.99231,0.04549987718505123,0.928210375,0.188210375,0.1501,0.0174205080756886,0.1651,0.1001,0.2601,0.2001,0.3776,0.2576,0.5426,0.3226
UBC_1447,0.8426,0.0135629120178363,2.61206,0.04204502725529253,3.096059285,0.0460592850000001,1.16885,0.00226506350946105,0.4401,0.00510000000000001,1.0526,0.0276000000000001,1.5851,0.0701000000000001,2.2501,0.1151
UBC_1450,0.3126,0.0179535710713571,0.96906,0.05565607032120701,1.16360637,0.11360637,0.4876,0.0226,0.2451,0.0151,0.4676,0.0126,0.7201,0.00510000000000001,0.9776,0.0376
UBC_1451,0.5226,0.187533321477266,1.6200599999999998,0.5813532965795246,3.420454375,0.190454375,1.3176,0.0390711431702998,0.4876,0.0026,0.9351,0.2201,1.4501,0.4551,1.8926,0.557600000000001
UBC_1453,0.1501,0.0107066017177982,0.46531000000000006,0.033190465325174424,2.768587625,0.061412375,0.4181,0.0225053565024081,0.0626,0.0026,0.1951,0.0401,0.2876,0.0176,0.5576,0.1176
UBC_1454,0.2726,0.00569016994374948,0.84506,0.017639526825623388,2.8,,0.61135,0.0530593004107871,0.0276,0.0276,0.1651,0.0250999999999999,0.3776,0.0276,0.6826,0.0926000000000002
UBC_1456,0.73135,0.00749509972887453,2.267185,0.023234809159511045,2.72948305,0.0194830500000001,1.0476,0.016493596310755,0.3976,0.0226,0.8876,0.0576,1.3726,0.0376,1.9401,0.0751000000000001
UBC_1458,0.4276,0.00839156197588851,1.32556,0.02601384212525438,1.499076055,0.160923945,0.67635,0.0268803566070357,0.2676,0.0126,0.5776,0.00760000000000001,0.8476,0.0176,1.2326,0.0426
UBC_146,0.10385,0.0082967981553775,0.321935,0.025720074281670252,2.105377105,0.0746228950000001,0.7526,0.0477313972081441,0.3151,0.0451,0.4901,0.1801,0.7426,0.3626,0.9676,0.4276
UBC_1461,0.02635,0.0192621371459449,0.081685,0.05971262515242919,2.192712695,0.117287305,0.27385,0.0022650635094611,0.1926,0.0026,0.2076,0.0276,0.2826,0.0726000000000001,0.4051,0.1101
UBC_1463,0.27635,0.00749509972887451,0.856685,0.023234809159510983,0.84106453,0.25893547,0.3826,0.0104077640640442,0.2576,0.0026,0.4226,0.0176,0.5951,0.0201,0.8476,0.0326
UBC_1464,0.12885,0.0202168461742888,0.399435,0.06267222314029527,2.292622975,0.0673770249999999,0.4101,0.0201,0.1326,0.0026,0.2501,0.0201,0.3726,0.0376,0.5801,0.1201
UBC_1465,0.42385,0.00902678553567857,1.313935,0.02798303516060357,1.324370005,0.065629995,0.5401,0.0151,0.3051,0.0151,0.5801,0.0451,0.8651,0.0351,1.1451,0.0751
UBC_1467,0.37885,0.022001769334919,1.1744350000000001,0.0682054849382489,1.81118966,0.01881034,0.60635,0.0182572988079175,0.2151,0.00510000000000001,0.4901,0.0101,0.7626,0.0026,1.0501,0.0651
UBC_1468,0.5351,0.00717106781186548,1.6588100000000001,0.022230310216782987,3.604688205,0.225311795,0.82635,0.00902678553567857,0.3476,0.0026,0.7126,0.00760000000000001,1.0726,0.00760000000000006,1.5376,0.00759999999999995
UBC_1469,0.17885,0.0175553000547112,0.554435,0.05442143016960472,2.549389445,0.120610555,0.3776,0.0044301270189222,0.4001,0.0101,0.5126,0.00760000000000001,0.6401,0.0201,0.8556,0.0296
UBC_147,0.4676,0.00839156197588848,1.4495600000000002,0.02601384212525429,1.562941085,0.102941085,0.74135,0.0199037243971936,0.3051,0.0001,0.6426,0.0226,0.9426,0.0476,1.3451,0.0651
UBC_1472,0.48385,0.00749509972887453,1.499935,0.023234809159511045,1.946230735,0.173769265,0.7851,0.0255950975679639,0.2576,0.00760000000000001,0.6151,0.0351,0.9651,0.0651,1.3751,0.0901000000000001
UBC_1473,0.6426,0.00911387818865998,1.99206,0.02825302238484594,2.869085295,0.159085295,0.9626,0.0193028643696715,0.2576,0.00760000000000001,0.7076,0.00760000000000001,1.1676,0.00259999999999995,1.6751,0.0201
UBC_1474,0.1701,0.0118260393995586,0.5273100000000001,0.03666072213863166,0.535191835,0.0951918349999996,0.3076,0.0026,0.1376,0.0026,0.2576,0.0126,0.3901,0.0151,0.5176,0.0526000000000002
UBC_1475,0.09885,0.0022650635094611,0.306435,0.00702169687932941,0.23922875,0.0807712500000001,0.1876,0.0044301270189222,0.1026,0.0026,0.1551,0.00510000000000001,0.2276,0.0126,0.3401,0.0151
UBC_1476,0.3851,0.0232840462387393,1.19381,0.07218054334009183,1.70216405,0.02216405,0.38635,0.0398452827389617,0.2501,0.0251,0.4351,0.0301,0.6476,0.1176,0.9551,0.2251
UBC_1477,0.5826,0.0161078105935821,1.80606,0.04993421284010451,1.98157318,0.01157318,0.9326,0.0161078105935821,0.2226,0.00760000000000001,0.6251,0.00510000000000001,1.1101,0.0200999999999999,1.5676,0.0226000000000001
UBC_1478,0.50135,0.0109253175473055,1.554185,0.03386848439664705,2.5,,0.76885,0.0502715806009737,0.0001,0.0001,0.1926,0.0476,0.5276,0.0776,1.0401,0.1601
UBC_1479,0.3576,0.00911387818865998,1.10856,0.02825302238484594,1.01,,0.55635,0.0065951905283833,0.2426,0.0026,0.4651,0.00509999999999998,0.7026,0.0226,1.0401,0.0201
UBC_148,0.62885,0.00749509972887453,1.949435,0.023234809159511045,2.510840205,0.169159795,0.91385,0.0065951905283833,0.3826,0.0026,0.8026,0.00760000000000001,1.2226,0.0226000000000001,1.7376,0.0326
UBC_1480,0.4001,0.0207155281280883,1.24031,0.06421813719707374,1.84569945,0.0743005499999999,0.6601,0.00510000000000001,0.0501,0.0101,0.2926,0.0126,0.5926,0.0476,1.0426,0.1076
UBC_1482,0.1501,0.0290395922569756,0.46531000000000006,0.09002273599662436,2.049824475,0.429824474999998,0.4401,0.0201,0.3401,0.0101,0.4626,0.0226,0.6026,0.0426,0.7926,0.1476
UBC_1483,0.1126,0.0076,0.34906000000000004,0.02356,,,0.27885,0.0022650635094611,0.0701,0.0051,0.1551,0.0151,0.2476,0.0476,0.3876,0.0525999999999999
UBC_1488,0.0951,0.0349209706929603,0.29481,0.10825500914817694,1.48818049,0.10818049,0.30385,0.0022650635094611,0.3401,0.00509999999999998,0.4126,0.00759999999999998,0.5026,0.0476,0.6051,0.1201
