  pmRApmDEcor    PlxpmRAcor   PlxpmDEcor    RFG        RFBP          RFRP       E_BR_RP_      Nper          __Fe_H_temp    RA_ICRS       e_RA_ICRS         DE_ICRS       e_DE_ICRS         Source        Plx         e_Plx         pmRA        e_pmRA        pmDE        e_pmDE        Dup          FG          e_FG    Gmag        e_Gmag         FBP      e_FBP       BPmag       e_BPmag        FRP         e_FRP          RPmag      e_RPmag    BP-RP       RV      e_RV    Teff     AG    EBR-RP_    Rad     Lum    Pmemb    Cluster    
 0.1001 -0.3946  0.3693  2449.74    415.465   562.326 1.244 10  --- 277.71025226691 0.0314 -12.246236802   0.038  4153050276508000768   0.5173  0.0486   0.654 0.065  -1.031 0.061 0     26813.0       10.945   14.6175 0.0004     12720.0         30.616    15.0902 0.0026      20647.0       36.718    13.9748 0.0019  1.1154    ---   ---  5019.75 ---    ---      2.76     4.351   0.1   Dias_6 
 0.881  -0.741  -0.5393   823.569    84.089    79.808 1.334  8  --- 277.76016675656 0.3051 -12.34904042429 0.2553 4153036910569641088   0.1523  0.1949   0.649 0.567  -0.36  0.482 0      2208.2        2.6813  17.3283 0.0013       933.54        11.102    17.9261 0.0129       2011.7       25.207    16.503  0.0136  1.4231    ---   ---     ---  ---    ---      ---      ---     0.7   Dias_6 
 0.4117 -0.2916  0.2041   977.28     83.545   142.729 1.378 11  --- 277.61977195709 0.0794 -12.36373351397 0.0847 4153042717364895232   0.1799  0.0977   0.385 0.151  -0.437 0.143 0      4304.2        4.4043  16.6036 0.0011      1408.1         16.854    17.4798 0.013        4521.2       31.677    15.6238 0.0076  1.856     ---   ---  4072.0  1.7057 0.806    ---      ---     0.4   Dias_6 
 0.3379 -0.3038  0.2349   871.888    63.135    84.183 1.376 11  --- 277.6296784701  0.0959 -12.29109081942 0.1014 4153044293592456704   0.1864  0.1226   0.915 0.185  -0.727 0.176 0      2416.3        2.7713  17.2305 0.0012       953.01        15.095    17.9036 0.0172       2370.9       28.164    16.3246 0.0129  1.579     ---   ---     ---  ---    ---      ---      ---     0.6   Dias_6 
 0.3978 -0.2739  0.2354  1063.551   115.974   243.705 1.397 11  --- 277.61276104845 0.0745 -12.37113258468 0.0789 4153042683005155968   0.1905  0.0941   0.645 0.145  -0.712 0.139 0      3928.2        3.6935  16.7029 0.001       1173.1         10.115    17.678  0.0094       4315.2       17.707    15.6744 0.0045  2.0036    ---   ---  3790.33 2.0127 0.9582   ---      ---     0.7   Dias_6 
 0.2894 -0.219   0.2543  1253.338   224.143   324.722 1.293 11  --- 277.62063321442 0.0432 -12.3284004612  0.0452 4153043645078495360   0.2441  0.0558   0.601 0.088  -0.713 0.086 0     10213.0        8.149   15.6654 0.0009      4327.0         19.305    16.2609 0.0048       8876.9       27.337    14.8913 0.0033  1.3696    ---   ---  4543.14 ---    ---      ---      ---     0.9   Dias_6 
 0.2849 -0.3565  0.2644  1089.661   390.257   545.905 1.306 10  --- 277.46378108112 0.1474 -12.32239460889 0.1473 4153046187698606720   0.3738  0.19     0.124 0.275  -1.23  0.241 0     31261.0       28.688   14.4509 0.001      12871.0         32.98     15.0774 0.0028      27949.0       51.197    13.646  0.002   1.4314    ---   ---  4429.29 ---    ---      ---      ---     0.1   Dias_6 
 0.3164 -0.3328  0.2528  1000.517   114.51    154.461 1.444 10  --- 277.61806888158 0.0713 -12.36880173874 0.0743 4153042683005154304   0.4479  0.0939   0.547 0.135  -0.424 0.126 0      4011.3        4.0092  16.6802 0.0011      1255.1         10.961    17.6047 0.0095       4538.4       29.382    15.6197 0.007   1.985     ---   ---  3831.33 ---    ---      ---      ---     1.0   Dias_6 
 0.1942 -0.3764  0.2811   733.957    46.869    21.429 1.633 11  --- 277.55942562173 0.1109 -12.22672909326 0.1114 4153048485480794240   0.317   0.1448   0.193 0.208  -0.803 0.185 0      2034.8        2.7724  17.4171 0.0015       735.58        15.694    18.1848 0.0232       2586.9      120.72     16.23   0.0507  1.9548    ---   ---     ---  ---    ---      ---      ---     0.5   Dias_6 
 0.3177 -0.2906  0.2544  1147.345   117.904   319.577 1.356 11  --- 277.62721705042 0.0589 -12.36067016954 0.0626 4153042717364892416   0.282   0.0783   0.516 0.115  -0.461 0.109 0      5906.5        5.148   16.26   0.0009      2047.5         17.366    17.0733 0.0092       5962.4       18.657    15.3234 0.0034  1.75      ---   ---  4084.0  ---    ---      ---      ---     0.7   Dias_6 
 0.2032 -0.3088  0.2316   745.388    68.266    97.149 1.447 10  --- 277.52202906462 0.1182 -12.31788045781 0.1177 4153045500478989440   0.466   0.1504   0.264 0.216  -0.742 0.187 0      2025.0        2.7167  17.4223 0.0015       660.66         9.6777   18.3014 0.0159       2270.0       23.366    16.3719 0.0112  1.9296    ---   ---     ---  ---    ---      ---      ---     0.5   Dias_6 
 0.0197 -0.4662  0.4073   898.567    61.822    64.245 1.359 10  --- 277.64756997879 0.0883 -12.22490293727 0.1066 4153053433283124736   0.3495  0.1374   0.255 0.186  -0.459 0.167 0      3020.5        3.3615  16.9882 0.0012      1159.2         18.751    17.691  0.0176       2947.0       45.871    16.0885 0.0169  1.6025    ---   ---  4346.1  ---    ---      ---      ---     0.3   Dias_6 
 0.1167 -0.4086  0.3801  1306.485   258.303   492.431 1.276 10  --- 277.71591850847 0.0425 -12.22552360007 0.0514 4153050856302743168   0.3074  0.0666   0.599 0.088  -0.801 0.083 0     11077.0        8.4788  15.5773 0.0008      4886.3         18.917    16.1289 0.0042       9249.5       18.783    14.8466 0.0022  1.2823    ---   ---  4759.42 ---    ---      ---      ---     0.8   Dias_6 
 0.479  -0.1879  0.2921  1249.552   353.987   518.58  1.35  10  --- 277.63934589816 0.0408 -12.36562900797 0.0432 4153042648645404928   0.3317  0.0535   0.424 0.088  -0.506 0.093 0     11528.0        9.2258  15.534  0.0009      3972.4         11.222    16.3537 0.0031      11588.0       22.346    14.6019 0.0021  1.7519    ---   ---  4035.26 ---    ---      ---      ---     1.0   Dias_6 
 0.3604 -0.28    0.2081  1067.994   148.42    221.016 1.368 11  --- 277.64772793149 0.0605 -12.3719227188  0.0641 4153042442486963840   0.2529  0.0735   0.578 0.116  -0.685 0.109 0      5732.7        5.3678  16.2925 0.001       1962.5         13.223    17.1193 0.0073       5878.0       26.596    15.3388 0.0049  1.7805    ---   ---  4127.33 ---    ---      ---      ---     1.0   Dias_6 
 0.1219 -0.5198  0.3527  3290.99    506.905   180.817 1.354 10  --- 277.82094986362 0.0332 -12.32865793341 0.0431 4153037387284499712   0.5127  0.0512   0.986 0.063  -0.865 0.055 0     78512.0       23.857   13.451  0.0003     23208.0         45.784    14.4373 0.0021      83060.0      459.36     12.4634 0.006   1.9738    ---   ---  3745.0  1.523  0.75    11.48    23.362   0.2   Dias_6 
 0.2957 -0.2678  0.2539  1033.699    79.441   183.527 1.402 11  --- 277.60306456749 0.0726 -12.33163381864 0.0779 4153043537678079104   0.2376  0.0989   0.385 0.142  -0.554 0.134 0      3744.8        3.6227  16.7548 0.0011      1415.4         17.817    17.4742 0.0137       3836.1       20.902    15.8022 0.0059  1.672     ---   ---  4309.24 ---    ---      ---      ---     0.6   Dias_6 
 0.2411 -0.4679  0.1617  1147.024   100.566   267.251 1.41  10  --- 277.80291496197 0.0684 -12.32631917124 0.0692 4153037078047264384   0.2565  0.0817   0.422 0.132  -1.315 0.112 0      5047.2        4.4003  16.4307 0.0009      1613.0         16.039    17.3323 0.0108       5502.3       20.589    15.4106 0.0041  1.9218    ---   ---  3959.0  2.085  1.043    ---      ---     0.1   Dias_6 
 0.5124 -0.2579  0.2811   646.93     17.967    39.845 1.808  9  --- 277.66599879419 0.1232 -12.31600736347 0.1299 4153043262817056768   0.3613  0.1614   0.773 0.258  -0.286 0.274 0      1660.0        2.566   17.6381 0.0017       731.58        40.718    18.1907 0.0604       2269.8       56.967    16.3719 0.0272  1.8188    ---   ---     ---  ---    ---      ---      ---     0.6   Dias_6 
 0.216  -0.339   0.2336  1973.227   220.485   489.494 1.324 10  --- 277.50560241682 0.0365 -12.30040182598 0.0369 4153045603583043456   0.3789  0.0464   0.694 0.068   0.171 0.06  0     16872.0        8.5504  15.1205 0.0006      6340.5         28.757    15.8461 0.0049      16004.0       32.695    14.2513 0.0022  1.5947    ---   ---  4350.0  ---    ---      4.44     6.359   0.1   Dias_6 
 0.4627 -0.5027  0.0226   838.063    70.43     33.488 1.622  9  --- 277.76539870554 0.1022 -12.32648951936 0.0968 4153037146766741248   0.4226  0.1069  -0.388 0.191  -0.574 0.162 0      3245.2        3.8722  16.9103 0.0013      1565.1         22.222    17.3651 0.0154       3699.6      110.48     15.8415 0.0324  1.5235    ---   ---  4460.0  ---    ---      ---      ---     0.1   Dias_6 
 0.2974 -0.3411  0.2237   659.106    56.919    73.545 1.484 10  --- 277.45436555315 0.1081 -12.28667324473 0.1121 4153046565631085952   0.4627  0.1384   0.829 0.2    -0.201 0.184 0      1801.7        2.7335  17.5492 0.0016       552.0          9.698    18.4965 0.0191       2121.2       28.842    16.4455 0.0148  2.0511    ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.122  -0.4739  0.3866   997.032   152.905   109.467 1.33  10  --- 277.67765744211 0.0726 -12.28331276226 0.0895 4153044229194043008   0.2537  0.1202  -0.104 0.15   -1.206 0.137 0      4114.4        4.1266  16.6526 0.0011      1610.4         10.532    17.3341 0.0071       3862.5       35.285    15.7947 0.0099  1.5393    ---   ---  4457.0  ---    ---      ---      ---     0.2   Dias_6 
 0.3401 -0.2236  0.1445   642.636    34.612    66.002 1.521 10  --- 277.47746687552 0.1473 -12.38039865421 0.1392 4153044641485477120   0.1137  0.1583   0.775 0.263  -0.101 0.233 0      1505.5        2.3427  17.7442 0.0017       464.71        13.426    18.6834 0.0314       1824.6       27.645    16.609  0.0165  2.0744    ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.3017 -0.2706  0.2694  1342.627   115.513   130.165 1.356 11  --- 277.61723389951 0.04   -12.33186174137 0.042  4153043645077857280   0.4263  0.0529   0.481 0.079  -0.392 0.076 0     11390.0        8.4837  15.547  0.0008      4573.0         39.589    16.2009 0.0094      10876.0       83.553    14.6708 0.0083  1.5301    ---   ---  4402.12 ---    ---      3.13     3.312   0.9   Dias_6 
 0.307  -0.3039  0.2606  1077.475   112.004   245.951 1.495 11  --- 277.61671115456 0.0698 -12.37892643438 0.0755 4153042614285671680   0.3847  0.0964   0.55  0.136  -1.044 0.127 0      5729.7        5.3177  16.293  0.001       1135.9         10.142    17.713  0.0097       7427.4       30.199    15.0848 0.0044  2.6282    ---   ---  3936.55 2.718  1.3712   ---      ---     0.1   Dias_6 
 0.3189 -0.1573  0.3387  2720.932   243.17    781.686 1.403  9  --- 277.65566866945 0.0383 -12.30493439572 0.0374 4153044023035611264   0.5115  0.0482   0.269 0.079  -0.2   0.084 0     40093.0       14.735   14.1807 0.0004      9953.0         40.93     15.3565 0.0045      46288.0       59.216    13.0982 0.0014  2.2583    ---   ---  3571.33 2.1237 1.058    9.62    13.573   0.1   Dias_6 
 0.2531 -0.1814  0.1983  1239.465   161.177   529.1   1.342 11  --- 277.64036803514 0.0524 -12.35785104429 0.0572 4153042751724624896   0.4247  0.0708   0.356 0.104  -0.628 0.096 0      6781.9        5.4716  16.11   0.0009      2341.9         14.53     16.9275 0.0067       6758.2       12.773    15.1874 0.0021  1.7401    ---   ---  4129.67 2.707  1.3802   ---      ---     1.0   Dias_6 
 0.2149 -0.4697  0.1678  1334.428   168.055   277.166 1.316 10  --- 277.81033288466 0.0596 -12.30814770263 0.0593 4153037460325446784   0.4659  0.0686  -0.139 0.116  -0.269 0.097 0      6978.7        5.2297  16.0789 0.0008      2908.2         17.305    16.6923 0.0065       6279.0       22.654    15.2672 0.0039  1.4251    ---   ---  4471.34 ---    ---      ---      ---     0.1   Dias_6 
 0.1812 -0.2648  0.2659  1297.427   269.932   369.276 1.319 10  --- 277.65770857714 0.0563 -12.30272705285 0.0548 4153044023035611648   0.2868  0.0708   0.494 0.107  -0.736 0.1   0      6842.6        5.274   16.1003 0.0008      2756.5         10.212    16.7505 0.004        6271.3       16.983    15.2685 0.0029  1.482     ---   ---  4352.0  ---    ---      ---      ---     1.0   Dias_6 
 0.1381 -0.3671  0.3139   818.449    50.23    239.678 1.378 10  --- 277.68912426748 0.0939 -12.23006456463 0.1277 4153050547081833088   0.2889  0.1663   0.676 0.191  -0.403 0.175 0      2454.3        2.9987  17.2136 0.0013       927.46        18.464    17.9332 0.0216       2454.9       10.243    16.2868 0.0045  1.6463    ---   ---     ---  ---    ---      ---      ---     0.6   Dias_6 
 0.0826 -0.4922  0.392    852.558    36.486   149.566 1.369  9  --- 277.68182004315 0.0824 -12.27570861035 0.1024 4153050100388291072   0.4416  0.1341   0.188 0.171  -0.163 0.158 0      3466.4        4.0659  16.8387 0.0013      1182.3         32.404    17.6696 0.0298       3563.7       23.827    15.8822 0.0073  1.7874    ---   ---  4011.25 2.051  1.0413   ---      ---     0.2   Dias_6 
 0.2998 -0.1975  0.2124  1012.312   143.366   235.935 1.346 10  --- 277.56474640902 0.0527 -12.45736475408 0.0495 4153040243463701760   0.2515  0.062    0.446 0.1    -0.694 0.093 0      7475.5        7.3846  16.0043 0.0011      2652.5         18.501    16.7923 0.0076       7410.4       31.409    15.0873 0.0046  1.7049    ---   ---  4259.0  ---    ---      ---      ---     0.9   Dias_6 
 0.3283 -0.3116  0.2729   611.856    43.176    80.131 1.453 10  --- 277.55506222596 0.1328 -12.34045733951 0.1402 4153042300727462784   0.2953  0.1818   0.86  0.256   0.041 0.241 0      1408.3        2.3017  17.8166 0.0018       477.55        11.061    18.6538 0.0251       1568.1       19.569    16.7735 0.0135  1.8804    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.4717 -0.3823  0.2026   736.92     50.172   182.095 1.398  8  --- 277.55721876017 0.1082 -12.35934337802 0.1163 4153042201968872192   0.3075  0.1418   0.25  0.206  -0.981 0.185 0      3338.8        4.5308  16.8794 0.0015      1139.6         22.715    17.7095 0.0216       3528.2       19.376    15.893  0.006   1.8164    ---   ---  4117.8  ---    ---      ---      ---     0.6   Dias_6 
 0.2594 -0.2762  0.2452  6568.872   516.362  1030.754 1.256 11  --- 277.61848112036 0.0385 -12.31936018139 0.0402 4153043679437606784   0.3665  0.0498   0.474 0.076  -0.682 0.073 0    248660.0       37.854   12.1994 0.0002    117180.0        226.94     12.6792 0.0021     195030.0      189.21     11.5367 0.0011  1.1425    ---   ---  4940.0  ---    ---     12.35    81.817   1.0   Dias_6 
 0.2763 -0.2895  0.2725  1193.164   136.003   263.993 1.332 11  --- 277.64369141976 0.0632 -12.31799190072 0.0658 4153043988675871360   0.283   0.0833   0.501 0.125  -0.739 0.119 0      5570.5        4.6687  16.3236 0.0009      2023.4         14.877    17.0862 0.008        5399.3       20.452    15.4311 0.0041  1.6551    ---   ---  4211.54 ---    ---      ---      ---     0.6   Dias_6 
 0.3439 -0.3114  0.2473   865.697    29.986    51.983 1.473 11  --- 277.59447237041 0.1005 -12.34394157224 0.1085 4153043503320313728   0.3529  0.1346   0.403 0.195  -0.724 0.183 0      2257.0        2.6072  17.3045 0.0013       742.76        24.77     18.1743 0.0362       2580.8       49.647    16.2325 0.0209  1.9418    ---   ---     ---  ---    ---      ---      ---     0.6   Dias_6 
 0.4102 -0.3061  0.1785   706.29     33.909   179.931 1.451 11  --- 277.55368335176 0.1232 -12.27006821618 0.1283 4153047218490738944   0.2573  0.1403   0.742 0.224  -0.837 0.204 0      1844.2        2.6111  17.5238 0.0015       676.8         19.96     18.2752 0.032        1999.8       11.114    16.5095 0.006   1.7658    ---   ---     ---  ---    ---      ---      ---     0.4   Dias_6 
 0.2806 -0.4562  0.3421   777.01     65.397   197.094 1.596  8  --- 277.7845343771  0.1064 -12.25523206767 0.1668 4153049688071510784   0.4147  0.2015  -0.042 0.202  -1.27  0.18  0      3825.5        4.9233  16.7317 0.0014       766.54        11.721    18.14   0.0166       5340.0       27.094    15.4431 0.0055  2.697     ---   ---  3902.24 2.879  1.449    ---      ---     0.1   Dias_6 
 0.3041 -0.2892  0.4226  1443.78    123.778   467.885 1.284  9  --- 277.69224579198 0.0476 -12.17927105606 0.0554 4153053987359812992   0.4371  0.0733   0.737 0.103  -1.1   0.105 0      9172.5        6.3531  15.7821 0.0008      3887.8         31.409    16.3771 0.0088       7885.2       16.853    15.0199 0.0023  1.3572    ---   ---  4684.1  ---    ---      ---      ---     0.1   Dias_6 
 0.4188 -0.3884  0.2119   614.476    33.93     58.412 1.402  8  --- 277.63149935558 0.1569 -12.27413823997 0.1636 4153044465391206272   0.1723  0.2104   0.903 0.303  -0.656 0.275 0      1407.0        2.2897  17.8177 0.0018       521.64        15.374    18.558  0.032        1451.6       24.851    16.8573 0.0186  1.7006    ---   ---     ---  ---    ---      ---      ---     0.4   Dias_6 
 0.3718 -0.5264  0.0106  2455.924   288.922   416.783 1.249  9  --- 277.80918184442 0.04   -12.31287122392 0.0378 4153037460325442944   0.2673  0.0421   0.517 0.076  -0.631 0.063 0     27231.0       11.088   14.6007 0.0004     13674.0         47.326    15.0117 0.0038      20345.0       48.815    13.9908 0.0026  1.0209    ---   ---  5224.5  ---    ---      ---      ---     1.0   Dias_6 
 0.1207 -0.4292  0.3966  1158.601   370.262   404.391 1.315 10  --- 277.66592444289 0.0478 -12.29109644761 0.0583 4153044194834306176   0.2614  0.0774   0.694 0.1    -0.504 0.093 0      9960.6        8.5971  15.6927 0.0009      4010.3         10.831    16.3434 0.0029       9089.4       22.477    14.8656 0.0027  1.4779    ---   ---  4352.0  ---    ---      ---      ---     0.6   Dias_6 
 0.4794 -0.4385  0.2302   588.648   180.025   152.161 1.444  8  --- 277.77248688998 0.1241 -12.28860512816 0.134  4153049108253577344   0.5164  0.1524   0.617 0.236  -0.799 0.218 0      2772.4        4.7097  17.0812 0.0018      1073.2          5.9612   17.7747 0.006        2929.1       19.25     16.0951 0.0071  1.6797    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.2919 -0.2819  0.2472  1051.554   145.986   176.804 1.332 11  --- 277.61775102013 0.0621 -12.35381407751 0.0661 4153043468975015680   0.3902  0.0821   0.443 0.122  -0.319 0.116 0      4586.9        4.362   16.5346 0.001       1740.5         11.922    17.2497 0.0074       4367.1       24.7      15.6614 0.0061  1.5883    ---   ---  4296.7  ---    ---      ---      ---     0.7   Dias_6 
 0.2812 -0.2773  0.2447  1219.323   125.577   130.506 1.528 11  --- 277.61757462248 0.059  -12.35629068675 0.0633 4153042713044271872   0.2638  0.0788   0.307 0.116  -0.792 0.11  0      5611.4        4.6021  16.3157 0.0009      2138.6         17.03     17.0261 0.0086       6437.4       49.326    15.2401 0.0083  1.7859    ---   ---  4280.0  ---    ---      ---      ---     1.0   Dias_6 
 0.1327 -0.258   0.2837  2310.689   409.109   618.757 1.302 10  --- 277.65554486708 0.053  -12.30319424738 0.0504 4153044023035613440   0.3054  0.0658   0.668 0.1    -0.906 0.093 0     25117.0       10.87    14.6885 0.0005      9868.9         24.123    15.3657 0.0027      22829.0       36.895    13.8657 0.0018  1.5       ---   ---  4435.89 ---    ---      ---      ---     0.3   Dias_6 
 0.2567 -0.2866  0.2685  2680.118   194.847   545.205 1.29  11  --- 277.63492384393 0.0323 -12.32104105959 0.0336 4153043610718753280   0.2937  0.0419   0.893 0.064  -0.846 0.061 0     21223.0        7.9189  14.8713 0.0004      8833.5         45.336    15.4861 0.0056      18555.0       34.032    14.0908 0.002   1.3953    ---   ---  4889.51 ---    ---      ---      ---     0.5   Dias_6 
 0.3371 -0.3086  0.2476   809.087    39.911   168.457 1.44  10  --- 277.5692384543  0.1027 -12.35596098254 0.106  4153042236328603520   0.5087  0.1336   0.743 0.195  -0.598 0.183 0      2191.6        2.7088  17.3364 0.0013       746.03        18.693    18.1695 0.0272       2410.5       14.31     16.3066 0.0064  1.8629    ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.5459 -0.3925  0.2062   972.907   109.681   156.422 1.399  9  --- 277.58449788921 0.0926 -12.21167505438 0.0968 4153048627240674176   0.405   0.108    0.841 0.185  -0.979 0.174 0      5379.6        5.5295  16.3615 0.0011      1775.6         16.189    17.228  0.0099       5747.9       36.746    15.3631 0.0069  1.8649    ---   ---  4097.42 ---    ---      ---      ---     0.1   Dias_6 
 0.1456 -0.3873  0.3852  1501.038   128.39    559.389 1.285 10  --- 277.67044274927 0.0429 -12.2014142953  0.0517 4153053575042951040   0.5249  0.0669   1.081 0.09    0.081 0.086 0     10704.0        7.1312  15.6145 0.0007      4785.3         37.272    16.1516 0.0085       8968.5       16.033    14.8801 0.0019  1.2715    ---   ---  4899.25 ---    ---      1.83     1.734   0.1   Dias_6 
 0.4737 -0.2885  0.1628  1215.106   104.923   406.927 1.364 10  --- 277.64174910857 0.0522 -12.39554338694 0.054  4153042339408365952   0.3184  0.0561   0.137 0.099  -1.172 0.094 0     10247.0        8.4327  15.6619 0.0009      3112.0         29.66     16.6188 0.0103      10865.0       26.701    14.6718 0.0027  1.947     ---   ---  3926.23 ---    ---      ---      ---     0.2   Dias_6 
 0.1099 -0.2345  0.1685  2707.016   469.174   691.364 1.303 11  --- 277.56082862659 0.0329 -12.26423952108 0.0343 4153047252850476928   0.3166  0.0418   0.49  0.063  -0.669 0.054 0     30041.0       11.097   14.4941 0.0004     11707.0         24.952    15.1803 0.0023      27424.0       39.666    13.6666 0.0016  1.5137    ---   ---  4291.0  ---    ---      7.39    16.69    1.0   Dias_6 
 0.0493 -0.1488  0.0933   418.375   122.318   121.55  1.363  9  --- 277.52541791902 0.0731 -12.39697174024 0.0804 4153041652213050240   0.3789  0.1075   0.14  0.135  -0.536 0.114 0      5597.2       13.379   16.3184 0.0026      2004.7         16.389    17.0963 0.0089       5621.6       46.25     15.3873 0.0089  1.709     ---   ---  4260.25 2.615  1.322    ---      ---     0.5   Dias_6 
 0.1208 -0.3903  0.3966  2598.02    361.628   424.272 1.29  10  --- 277.61474709198 0.0293 -12.21734448062 0.0338 4153053673800363904   0.3338  0.0447   0.583 0.06   -0.588 0.058 0     40238.0       15.488   14.1768 0.0004     16933.0         46.826    14.7795 0.003       34961.0       82.402    13.403  0.0026  1.3766    ---   ---  4832.7  ---    ---      5.78    16.393   1.0   Dias_6 
 0.1401 -0.3945  0.3896  1671.409   105.89    255.228 1.327 10  --- 277.64323998127 0.0445 -12.193902296   0.0546 4153053811240375808   0.3715  0.0707   0.336 0.094  -0.67  0.09  0      9848.8        5.8925  15.7049 0.0006      3964.5         37.44     16.3559 0.0103       9103.2       35.667    14.8639 0.0043  1.492     ---   ---  4376.3  ---    ---      ---      ---     0.8   Dias_6 
 0.3055 -0.4716  0.2767  1217.452    88.292   162.585 1.37  10  --- 277.72428110544 0.0842 -12.30939611614 0.097  4153049005197619200   0.2851  0.1166   0.475 0.164  -0.42  0.149 0      4003.6        3.2885  16.6822 0.0009      1440.2         16.312    17.4553 0.0123       4045.4       24.882    15.7445 0.0067  1.7108    ---   ---  4178.7  ---    ---      ---      ---     0.5   Dias_6 
 0.225  -0.2018  0.2273  1289.697    30.197   144.562 1.497 11  --- 277.63780821348 0.0489 -12.32557747019 0.0521 4153043610718747264   0.3739  0.0653   0.368 0.098  -0.574 0.092 0      9176.4        7.1151  15.7817 0.0008      4174.8        138.25     16.2998 0.036        9566.2       66.173    14.8101 0.0075  1.4897    ---   ---  4467.5  ---    ---      ---      ---     0.9   Dias_6 
 0.3434 -0.2988  0.2402   801.136    78.872   197.531 1.377 11  --- 277.59831566621 0.0991 -12.33045325728 0.1067 4153043748157090560   0.2272  0.1313   0.362 0.193  -0.74  0.181 0      2407.8        3.0055  17.2343 0.0014       848.19        10.754    18.0302 0.0138       2467.5       12.492    16.2813 0.0055  1.7489    ---   ---     ---  ---    ---      ---      ---     0.7   Dias_6 
 0.2947 -0.2612  0.2562   934.223    75.321   229.832 1.374 10  --- 277.4974298618  0.0693 -12.31723749263 0.0685 4153045466144086144   0.4255  0.0871   0.034 0.133  -1.419 0.124 0      4292.7        4.595   16.6065 0.0012      1545.8         20.523    17.3785 0.0144       4352.2       18.936    15.6651 0.0047  1.7134    ---   ---  4133.0  ---    ---      ---      ---     0.2   Dias_6 
 0.1323 -0.4063  0.3762  1506.444   277.605   360.989 1.266 10  --- 277.75519375227 0.0411 -12.22278599684 0.05   4153050723184585856   0.2475  0.0648  -0.206 0.086  -1.147 0.08  0     11961.0        7.9398  15.494  0.0007      5799.9         20.893    15.9428 0.0039       9348.5       25.897    14.8351 0.003   1.1078    ---   ---  4951.71 ---    ---      ---      ---     0.1   Dias_6 
 0.3375 -0.2946  0.2331   817.626    74.039   140.559 1.302 11  --- 277.66631893965 0.0823 -12.30693507064 0.0866 4153044126114816128   0.4779  0.1027   0.71  0.158   0.303 0.15  0      3166.5        3.8728  16.9369 0.0013      1204.2         16.264    17.6497 0.0147       2917.6       20.757    16.0994 0.0077  1.5503    ---   ---  4374.73 ---    ---      ---      ---     0.2   Dias_6 
 0.1272 -0.4376  0.3714   990.644   123.303   240.953 1.341 10  --- 277.70613899045 0.0657 -12.26534572915 0.083  4153050173428773888   0.4403  0.1072   0.123 0.137  -0.503 0.126 0      4310.2        4.3509  16.6021 0.0011      1673.1         13.569    17.2926 0.0088       4108.5       17.051    15.7277 0.0045  1.5649    ---   ---  4346.1  ---    ---      ---      ---     0.4   Dias_6 
 0.2737 -0.2568  0.2341   657.98     46.798   102.276 1.361 11  --- 277.6046814072  0.1075 -12.3016947413  0.1104 4153043949995030144   0.2004  0.139    0.403 0.207  -0.687 0.189 0      2022.4        3.0737  17.4237 0.0017       770.81        16.471    18.134  0.0232       1982.5       19.383    16.5189 0.0106  1.6151    ---   ---     ---  ---    ---      ---      ---     0.7   Dias_6 
 0.3727 -0.2811  0.2635   734.688    80.957   230.509 1.53  11  --- 277.56409710229 0.0888 -12.2575235512  0.0921 4153047630807601920   0.2321  0.1151  -0.246 0.175  -1.066 0.167 0      3488.7        4.7485  16.8317 0.0015       747.91         9.2383   18.1668 0.0134       4591.5       19.919    15.607  0.0047  2.5597    ---   ---  3692.95 2.7105 1.332    ---      ---     0.1   Dias_6 
 0.2644 -0.3002  0.3089   468.1     112.364   119.545 1.417 10  --- 277.5586212691  0.0641 -12.36216539192 0.0643 4153042201968868864   0.3471  0.0858   0.626 0.123  -0.436 0.117 0      8304.0       17.74    15.8901 0.0023      3197.6         28.458    16.5893 0.0097       8571.9       71.704    14.9292 0.0091  1.6601    ---   ---  4260.67 ---    ---      ---      ---     0.9   Dias_6 
 0.2279 -0.3553  0.2585   737.987    38.89    117.525 1.411 11  --- 277.5319469899  0.1048 -12.306345071   0.1071 4153047008011729920   0.2317  0.138    0.866 0.194  -0.249 0.17  0      1920.9        2.6028  17.4796 0.0015       577.6         14.852    18.4473 0.0279       2132.0       18.141    16.4399 0.0092  2.0074    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.1184 -0.4747  0.3532   966.898    35.157   124.788 1.399 10  --- 277.56745165496 0.0838 -12.18726595828 0.1001 4153048902118610688   0.3667  0.1312   0.455 0.168  -0.509 0.147 0      3000.0        3.1027  16.9956 0.0011      1105.5         31.444    17.7425 0.0309       3090.4       24.765    16.0369 0.0087  1.7056    ---   ---  4189.65 ---    ---      ---      ---     0.9   Dias_6 
 0.3279 -0.3029  0.182    516.636    10.928   106.252 1.784  9  --- 277.51988164203 0.1888 -12.40374018836 0.1804 4153041441733825024   0.2667  0.2282  -0.435 0.323  -0.113 0.292 0      1380.4        2.6719  17.8383 0.0021       164.58        15.06     19.8104 0.0994       2298.7       21.634    16.3582 0.0102  3.4522    ---   ---     ---  ---    ---      ---      ---     0.1   Dias_6 
